user_id,signup_date,region,plan_tier,device,signup_source,mobile_only_user,posts_first_week,comments_first_week,shares_first_week,sessions_per_week,profile_completeness,invites_sent,session_duration_avg,support_tickets,retention_30d
u_002203,2025-08-28 00:00:00+00:00,US,free,mobile,referral,1,0,1,0,1.2,0.48,1,7.1,0,0
u_002204,2025-08-24 00:00:00+00:00,US,free,mobile,direct,1,0,1,0,1.0,0.37,0,22.9,0,1
u_002205,2025-10-06 00:00:00+00:00,EU,free,mobile,organic,1,0,1,0,2.3,0.25,0,5.4,1,0
u_002206,2025-12-30 00:00:00+00:00,EU,free,mobile,referral,1,0,2,0,5.3,0.14,0,4.8,0,0
u_002207,2025-07-17 00:00:00+00:00,US,free,web,direct,0,0,3,0,4.4,0.27,0,6.5,0,0
u_002208,2026-01-29 00:00:00+00:00,US,free,web,organic,0,1,1,0,1.5,0.33,1,32.6,0,1
u_002209,2026-03-08 00:00:00+00:00,US,pro,web,organic,0,0,0,1,3.5,0.38,0,14.4,0,0
u_002210,2026-02-11 00:00:00+00:00,Other,free,web,referral,0,0,0,0,1.6,0.09,1,11.7,1,0
u_002211,2025-09-23 00:00:00+00:00,US,pro,web,paid,0,0,2,0,2.0,0.19,1,11.6,0,0
u_002212,2025-10-02 00:00:00+00:00,APAC,free,web,organic,0,0,0,1,3.2,0.21,1,3.1,1,0
u_002213,2025-11-24 00:00:00+00:00,US,free,mobile,organic,1,0,0,0,0.8,0.31,0,12.0,0,0
u_002214,2025-06-27 00:00:00+00:00,APAC,free,mobile,organic,1,0,1,0,2.1,0.19,0,5.5,1,0
u_002215,2026-01-28 00:00:00+00:00,US,free,mobile,organic,1,1,6,0,2.1,0.52,0,6.6,0,0
u_002216,2026-04-10 00:00:00+00:00,US,free,mobile,direct,1,0,2,0,1.3,0.27,0,6.3,0,0
u_002217,2025-11-27 00:00:00+00:00,APAC,free,web,paid,0,0,0,0,3.4,0.4,0,16.5,0,0
u_002218,2026-02-07 00:00:00+00:00,APAC,free,web,referral,0,0,3,1,3.5,0.52,0,33.5,1,0
u_002219,2025-09-02 00:00:00+00:00,US,free,mobile,organic,1,0,3,1,1.1,0.62,0,3.7,1,0
u_002220,2025-11-16 00:00:00+00:00,US,free,both,organic,0,1,1,1,0.7,0.48,0,18.3,1,1
u_002221,2025-07-02 00:00:00+00:00,US,free,mobile,organic,1,0,1,0,2.4,0.16,0,6.9,0,0
u_002222,2025-08-22 00:00:00+00:00,US,free,mobile,direct,1,1,1,2,1.2,0.39,1,14.7,0,0
u_002223,2025-10-16 00:00:00+00:00,US,free,mobile,direct,1,0,3,0,1.8,0.46,1,10.2,0,0
u_002224,2025-12-21 00:00:00+00:00,APAC,free,mobile,organic,1,0,2,0,0.1,0.45,0,4.9,0,0
u_002225,2025-09-24 00:00:00+00:00,US,free,mobile,direct,1,1,0,2,2.1,0.27,1,4.9,0,0
u_002226,2026-01-13 00:00:00+00:00,EU,free,mobile,organic,1,1,0,0,1.9,0.27,1,6.8,0,0
u_002227,2025-06-17 00:00:00+00:00,US,free,web,organic,0,0,2,0,0.8,0.32,0,10.7,0,0
u_002228,2025-10-18 00:00:00+00:00,US,free,web,referral,0,0,1,0,4.2,0.26,1,12.0,0,0
u_002229,2025-08-26 00:00:00+00:00,EU,free,web,organic,0,2,1,0,1.8,0.88,1,86.8,1,1
u_002230,2026-03-06 00:00:00+00:00,US,pro,mobile,direct,1,0,1,1,2.6,0.13,0,12.5,0,0
u_002231,2026-03-04 00:00:00+00:00,EU,free,both,organic,0,1,3,0,4.0,0.27,1,2.9,0,0
u_002232,2025-11-30 00:00:00+00:00,US,pro,web,referral,0,1,3,0,3.6,0.21,0,22.1,0,1
u_002233,2025-08-17 00:00:00+00:00,APAC,free,web,organic,0,1,1,0,0.6,0.28,0,13.0,0,1
u_002234,2025-06-25 00:00:00+00:00,EU,free,both,organic,0,1,1,0,2.7,0.19,0,7.1,0,1
u_002235,2026-04-07 00:00:00+00:00,APAC,free,web,organic,0,1,1,0,1.3,0.35,0,3.3,0,0
u_002236,2026-04-18 00:00:00+00:00,US,free,both,direct,0,0,1,0,5.0,0.11,0,6.5,1,1
u_002237,2026-04-05 00:00:00+00:00,US,free,web,paid,0,0,2,0,7.5,0.37,1,20.7,1,0
u_002238,2026-04-18 00:00:00+00:00,US,pro,web,paid,0,1,1,1,5.5,0.18,0,12.1,1,1
u_002239,2025-06-10 00:00:00+00:00,US,free,web,organic,0,0,4,1,4.1,0.52,1,24.0,0,0
u_002240,2026-03-30 00:00:00+00:00,US,free,web,organic,0,2,0,0,2.3,0.12,0,23.0,0,0
u_002241,2026-04-13 00:00:00+00:00,US,free,web,organic,0,1,0,0,4.4,0.19,2,9.6,0,0
u_002242,2026-01-28 00:00:00+00:00,US,free,web,referral,0,0,1,0,0.4,0.25,1,0.7,0,1
u_002243,2025-07-25 00:00:00+00:00,US,pro,web,organic,0,0,0,0,1.4,0.66,1,3.9,0,0
u_002244,2025-06-24 00:00:00+00:00,US,free,web,organic,0,1,2,1,3.5,0.32,2,2.4,1,0
u_002245,2025-09-19 00:00:00+00:00,US,free,both,paid,0,0,1,0,2.1,0.58,1,25.2,0,0
u_002246,2025-10-19 00:00:00+00:00,US,pro,web,paid,0,1,0,0,0.9,0.41,0,12.2,1,1
u_002247,2025-08-21 00:00:00+00:00,EU,enterprise,web,organic,0,1,1,0,3.4,0.3,0,6.8,1,1
u_002248,2026-04-20 00:00:00+00:00,US,free,web,organic,0,1,2,1,6.2,0.16,0,5.3,0,1
u_002249,2025-10-31 00:00:00+00:00,US,free,both,organic,0,1,3,0,5.9,0.23,0,19.3,0,1
u_002250,2026-05-02 00:00:00+00:00,US,pro,both,referral,0,0,0,0,1.5,0.32,0,3.9,0,0
u_002251,2025-08-20 00:00:00+00:00,EU,free,both,organic,0,0,0,0,7.0,0.27,0,2.9,0,0
u_002252,2025-11-24 00:00:00+00:00,US,free,both,referral,0,1,0,0,1.7,0.27,0,2.7,0,1
u_002253,2025-06-09 00:00:00+00:00,EU,free,web,organic,0,1,2,0,2.8,0.43,0,8.8,1,0
u_002254,2025-10-16 00:00:00+00:00,Other,pro,mobile,direct,1,1,0,0,4.9,0.27,1,4.2,0,0
u_002255,2025-08-26 00:00:00+00:00,US,pro,web,direct,0,0,2,1,0.2,0.14,3,17.9,0,0
u_002256,2026-05-01 00:00:00+00:00,APAC,free,both,organic,0,0,3,1,2.6,0.18,0,8.0,0,1
u_002257,2026-01-27 00:00:00+00:00,EU,free,web,paid,0,0,1,0,1.1,0.32,1,2.6,0,0
u_002258,2025-12-07 00:00:00+00:00,US,free,web,organic,0,0,5,0,1.9,0.06,1,6.6,0,0
u_002259,2025-07-01 00:00:00+00:00,US,free,both,referral,0,1,0,0,4.9,0.41,0,3.6,1,1
u_002260,2025-09-18 00:00:00+00:00,EU,pro,both,paid,0,2,1,0,1.7,0.05,0,7.1,0,0
u_002261,2025-11-30 00:00:00+00:00,Other,free,both,paid,0,0,2,0,2.3,0.4,1,18.9,0,1
u_002262,2025-09-28 00:00:00+00:00,US,free,web,organic,0,1,0,1,2.4,0.12,0,6.9,0,0
u_002263,2026-03-26 00:00:00+00:00,US,pro,web,organic,0,0,1,0,4.0,0.51,0,4.6,0,1
u_002264,2025-09-15 00:00:00+00:00,EU,free,web,paid,0,2,0,0,4.7,0.38,2,11.2,0,1
u_002265,2025-06-27 00:00:00+00:00,US,pro,web,paid,0,0,1,0,3.0,0.15,0,5.6,0,0
u_002266,2026-01-21 00:00:00+00:00,EU,free,mobile,referral,1,0,3,0,1.8,0.51,0,12.0,0,0
u_002267,2025-12-24 00:00:00+00:00,US,pro,web,referral,0,1,3,0,2.9,0.47,2,10.1,0,1
u_002268,2025-06-09 00:00:00+00:00,EU,free,both,paid,0,1,0,1,1.7,0.75,0,3.4,0,1
u_002269,2026-02-22 00:00:00+00:00,APAC,free,web,paid,0,0,0,0,7.4,0.18,0,2.7,1,0
u_002270,2025-09-19 00:00:00+00:00,EU,free,mobile,direct,1,0,0,1,2.3,0.23,0,5.8,1,0
u_002271,2025-10-02 00:00:00+00:00,EU,free,both,referral,0,0,0,0,5.4,0.32,0,10.8,0,0
u_002272,2026-03-08 00:00:00+00:00,EU,free,mobile,direct,1,1,0,0,5.4,0.06,0,31.0,0,0
u_002273,2025-05-25 00:00:00+00:00,APAC,free,web,direct,0,1,1,0,3.0,0.37,1,3.1,0,1
u_002274,2025-06-10 00:00:00+00:00,APAC,free,web,organic,0,2,0,0,3.3,0.23,0,3.5,0,1
u_002275,2025-07-20 00:00:00+00:00,US,pro,web,referral,0,1,2,0,3.3,0.55,1,16.8,0,1
u_002276,2025-09-26 00:00:00+00:00,EU,free,mobile,paid,1,0,0,0,3.8,0.32,0,9.0,0,0
u_002277,2026-02-21 00:00:00+00:00,US,free,mobile,organic,1,2,3,0,0.9,0.1,0,6.7,0,0
u_002278,2026-05-18 00:00:00+00:00,APAC,pro,web,paid,0,1,2,0,9.7,0.41,1,13.1,0,1
u_002279,2025-09-05 00:00:00+00:00,EU,free,both,organic,0,0,2,0,2.8,0.05,2,20.7,0,0
u_002280,2025-09-10 00:00:00+00:00,US,pro,mobile,paid,1,0,0,0,6.2,0.26,1,17.6,0,0
u_002281,2026-02-20 00:00:00+00:00,US,free,both,organic,0,0,2,0,2.9,0.13,1,4.4,0,1
u_002282,2026-04-08 00:00:00+00:00,US,free,web,referral,0,0,1,1,3.0,0.31,0,10.9,0,1
u_002283,2025-11-18 00:00:00+00:00,EU,free,both,paid,0,0,1,0,1.5,0.16,1,18.9,0,0
u_002284,2025-05-25 00:00:00+00:00,US,pro,web,paid,0,0,6,1,1.7,0.62,2,6.1,0,1
u_002285,2026-04-02 00:00:00+00:00,US,free,web,organic,0,0,0,0,0.3,0.07,3,10.3,0,1
u_002286,2026-01-30 00:00:00+00:00,APAC,free,both,paid,0,0,1,0,8.5,0.27,0,4.8,0,1
u_002287,2026-02-07 00:00:00+00:00,EU,enterprise,both,organic,0,1,1,0,5.5,0.27,0,3.6,0,0
u_002288,2026-03-21 00:00:00+00:00,US,free,mobile,organic,1,1,0,2,1.5,0.35,0,10.7,0,1
u_002289,2025-05-27 00:00:00+00:00,US,pro,web,organic,0,0,1,1,2.7,0.23,0,16.1,0,0
u_002290,2025-07-15 00:00:00+00:00,Other,pro,web,direct,0,2,1,0,3.9,0.38,2,14.1,0,1
u_002291,2025-12-08 00:00:00+00:00,EU,pro,both,organic,0,1,3,1,0.9,0.22,1,2.6,1,1
u_002292,2026-01-08 00:00:00+00:00,EU,pro,both,paid,0,0,1,2,1.4,0.37,0,22.0,0,1
u_002293,2025-08-26 00:00:00+00:00,US,enterprise,web,direct,0,0,1,0,2.4,0.66,2,12.3,1,0
u_002294,2025-05-30 00:00:00+00:00,US,free,web,organic,0,1,2,1,6.5,0.47,0,19.0,0,0
u_002295,2025-12-15 00:00:00+00:00,US,pro,mobile,direct,1,1,2,0,1.5,0.21,0,3.7,1,0
u_002296,2025-07-10 00:00:00+00:00,EU,pro,mobile,organic,1,0,1,0,3.9,0.11,0,15.2,0,0
u_002297,2026-05-23 00:00:00+00:00,US,free,web,organic,0,0,1,0,8.2,0.85,2,12.9,0,1
u_002298,2025-10-06 00:00:00+00:00,US,free,mobile,organic,1,0,1,0,5.6,0.4,1,2.8,0,0
u_002299,2025-09-27 00:00:00+00:00,EU,enterprise,both,paid,0,0,0,0,0.8,0.16,0,11.0,0,1
u_002300,2025-12-20 00:00:00+00:00,APAC,free,web,direct,0,1,4,2,1.8,0.44,2,3.4,0,0
u_002301,2025-12-22 00:00:00+00:00,EU,free,mobile,paid,1,0,1,0,2.4,0.71,0,7.9,0,0
u_002302,2026-03-31 00:00:00+00:00,US,free,mobile,paid,1,0,1,0,1.3,0.36,1,49.7,0,0
u_002303,2026-02-17 00:00:00+00:00,US,free,mobile,organic,1,0,0,0,5.0,0.22,0,9.8,0,1
u_002304,2025-09-25 00:00:00+00:00,US,pro,both,direct,0,0,1,0,0.8,0.2,0,7.1,0,0
u_002305,2026-03-13 00:00:00+00:00,US,free,mobile,paid,1,0,3,1,1.5,0.59,1,2.4,0,0
u_002306,2026-02-08 00:00:00+00:00,US,free,mobile,organic,1,0,2,2,3.3,0.11,1,9.8,0,0
u_002307,2025-11-27 00:00:00+00:00,US,pro,web,direct,0,0,3,2,2.6,0.17,0,6.9,0,0
u_002308,2026-04-15 00:00:00+00:00,EU,free,mobile,organic,1,0,0,0,1.3,0.46,0,1.6,0,0
u_002309,2025-06-30 00:00:00+00:00,APAC,pro,web,organic,0,1,1,0,7.0,0.35,0,3.3,0,1
u_002310,2025-06-26 00:00:00+00:00,Other,free,web,organic,0,0,3,1,1.0,0.41,2,15.9,0,1
u_002311,2026-01-19 00:00:00+00:00,US,pro,mobile,organic,1,0,1,0,4.5,0.3,1,21.9,0,0
u_002312,2026-02-09 00:00:00+00:00,US,enterprise,mobile,referral,1,0,1,0,3.7,0.52,0,8.3,0,0
u_002313,2025-10-29 00:00:00+00:00,US,free,both,paid,0,0,1,0,3.9,0.23,0,17.5,0,1
u_002314,2025-07-04 00:00:00+00:00,US,free,mobile,direct,1,0,1,0,0.5,0.29,0,8.0,1,0
u_002315,2026-05-05 00:00:00+00:00,US,free,both,organic,0,2,1,0,2.4,0.36,0,4.3,0,1
u_002316,2026-05-10 00:00:00+00:00,US,free,web,paid,0,0,0,1,3.1,0.25,0,45.4,0,0
u_002317,2025-09-02 00:00:00+00:00,EU,pro,mobile,referral,1,0,3,0,3.4,0.33,0,2.5,0,0
u_002318,2025-09-11 00:00:00+00:00,US,free,both,paid,0,0,2,0,2.2,0.45,0,10.9,0,0
u_002319,2025-08-11 00:00:00+00:00,APAC,free,web,paid,0,0,2,3,4.0,0.2,0,4.6,0,0
u_002320,2025-10-17 00:00:00+00:00,US,free,both,paid,0,1,2,0,2.3,0.67,0,6.6,0,1
u_002321,2026-01-06 00:00:00+00:00,US,free,mobile,paid,1,0,2,0,1.2,0.47,0,27.8,0,0
u_002322,2026-05-08 00:00:00+00:00,US,pro,web,direct,0,0,0,0,1.3,0.29,0,8.1,0,0
u_002323,2025-12-14 00:00:00+00:00,US,free,mobile,organic,1,0,3,0,3.5,0.6,0,6.0,0,0
u_002324,2026-04-14 00:00:00+00:00,US,free,web,paid,0,0,0,0,1.3,0.73,2,5.0,2,0
u_002325,2026-04-28 00:00:00+00:00,Other,free,web,paid,0,0,1,0,4.2,0.13,0,12.2,1,0
u_002326,2025-10-27 00:00:00+00:00,US,pro,web,organic,0,0,2,0,1.3,0.58,0,3.7,0,0
u_002327,2025-06-22 00:00:00+00:00,US,free,web,organic,0,0,4,0,0.9,0.05,0,8.4,0,1
u_002328,2025-08-22 00:00:00+00:00,EU,free,web,direct,0,0,2,1,8.6,0.24,0,7.0,0,0
u_002329,2025-11-03 00:00:00+00:00,US,free,both,organic,0,1,0,0,6.1,0.29,0,4.2,0,1
u_002330,2026-03-12 00:00:00+00:00,EU,free,web,organic,0,0,2,0,2.8,0.52,0,2.5,0,0
u_002331,2026-04-03 00:00:00+00:00,US,enterprise,both,paid,0,1,0,0,1.7,0.07,0,8.0,0,1
u_002332,2026-04-18 00:00:00+00:00,APAC,free,mobile,organic,1,0,0,1,4.2,0.28,1,5.8,0,0
u_002333,2025-08-25 00:00:00+00:00,US,free,web,organic,0,0,1,0,9.8,0.55,0,9.3,0,0
u_002334,2025-07-25 00:00:00+00:00,US,pro,web,organic,0,0,1,0,1.9,0.31,1,1.4,0,0
u_002335,2025-08-12 00:00:00+00:00,EU,free,both,organic,0,0,0,0,8.3,0.06,0,5.4,0,0
u_002336,2026-05-20 00:00:00+00:00,APAC,free,mobile,organic,1,1,0,0,1.7,0.22,0,15.4,0,1
u_002337,2026-03-11 00:00:00+00:00,US,free,both,referral,0,0,1,0,0.7,0.52,2,2.1,0,0
u_002338,2025-12-01 00:00:00+00:00,EU,free,web,organic,0,0,1,0,2.7,0.27,1,34.9,0,1
u_002339,2025-12-09 00:00:00+00:00,US,pro,mobile,organic,1,0,2,0,0.5,0.25,0,10.4,0,0
u_002340,2026-04-05 00:00:00+00:00,US,pro,both,paid,0,0,1,0,4.1,0.5,0,7.0,0,0
u_002341,2025-12-13 00:00:00+00:00,US,pro,both,organic,0,0,1,0,0.8,0.46,1,8.5,1,1
u_002342,2025-10-21 00:00:00+00:00,EU,pro,web,organic,0,0,2,0,3.7,0.16,0,3.9,0,1
u_002343,2026-01-07 00:00:00+00:00,US,free,both,organic,0,1,0,0,4.7,0.18,0,24.2,0,1
u_002344,2025-11-09 00:00:00+00:00,EU,free,web,organic,0,4,1,0,7.8,0.12,0,9.0,0,1
u_002345,2025-07-12 00:00:00+00:00,US,free,both,organic,0,0,0,0,0.7,0.38,0,8.2,1,0
u_002346,2026-03-26 00:00:00+00:00,APAC,enterprise,mobile,organic,1,0,0,1,1.5,0.19,1,17.4,0,1
u_002347,2025-09-07 00:00:00+00:00,APAC,pro,mobile,direct,1,0,2,1,2.0,0.03,0,10.6,0,0
u_002348,2025-08-18 00:00:00+00:00,US,free,web,direct,0,1,0,0,3.8,0.03,0,4.5,1,1
u_002349,2025-07-05 00:00:00+00:00,US,free,both,direct,0,1,1,0,2.3,0.49,0,7.6,1,1
u_002350,2026-02-19 00:00:00+00:00,US,pro,web,organic,0,0,0,0,1.1,0.29,0,12.3,0,1
u_002351,2025-11-11 00:00:00+00:00,APAC,pro,mobile,referral,1,0,1,0,1.7,0.16,1,8.2,0,0
u_002352,2025-12-15 00:00:00+00:00,US,pro,mobile,paid,1,0,1,0,3.0,0.26,0,2.6,0,0
u_002353,2025-08-01 00:00:00+00:00,US,free,mobile,organic,1,0,2,1,1.9,0.42,0,23.8,0,0
u_002354,2026-03-20 00:00:00+00:00,US,free,mobile,direct,1,0,0,0,7.1,0.23,3,8.8,0,0
u_002355,2026-02-26 00:00:00+00:00,EU,free,mobile,referral,1,0,1,0,3.4,0.44,0,5.7,0,0
u_002356,2026-02-08 00:00:00+00:00,US,free,mobile,organic,1,0,1,0,1.1,0.38,0,13.1,1,1
u_002357,2026-02-10 00:00:00+00:00,US,pro,mobile,direct,1,0,0,0,2.5,0.34,0,5.2,0,0
u_002358,2025-07-20 00:00:00+00:00,Other,free,mobile,organic,1,0,1,0,4.0,0.25,0,2.3,1,0
u_002359,2025-11-24 00:00:00+00:00,US,free,mobile,paid,1,0,1,0,3.2,0.17,2,7.7,0,0
u_002360,2025-09-14 00:00:00+00:00,APAC,free,both,organic,0,0,2,0,1.8,0.18,0,13.3,0,0
u_002361,2025-11-25 00:00:00+00:00,US,free,mobile,organic,1,1,2,0,2.2,0.34,0,6.3,0,0
u_002362,2025-08-18 00:00:00+00:00,US,free,web,direct,0,1,2,1,2.4,0.69,0,6.4,0,1
u_002363,2026-05-08 00:00:00+00:00,APAC,free,mobile,paid,1,0,0,2,5.1,0.43,0,6.7,0,0
u_002364,2026-02-28 00:00:00+00:00,EU,pro,web,organic,0,2,0,0,4.1,0.29,0,7.1,0,0
u_002365,2025-10-22 00:00:00+00:00,EU,free,web,referral,0,1,0,0,0.6,0.43,0,8.7,1,0
u_002366,2026-02-15 00:00:00+00:00,US,free,both,direct,0,1,0,0,6.8,0.37,0,14.7,0,0
u_002367,2026-05-18 00:00:00+00:00,US,free,web,direct,0,2,2,1,8.3,0.11,0,14.0,2,1
u_002368,2025-08-19 00:00:00+00:00,US,free,mobile,direct,1,1,1,1,1.9,0.15,1,39.4,0,0
u_002369,2026-03-14 00:00:00+00:00,US,pro,both,direct,0,0,2,0,3.7,0.04,1,31.3,0,1
u_002370,2025-07-13 00:00:00+00:00,US,pro,web,paid,0,0,1,0,12.3,0.46,0,3.9,0,0
u_002371,2026-01-29 00:00:00+00:00,US,free,web,organic,0,1,0,1,2.6,0.21,0,6.4,0,1
u_002372,2025-11-13 00:00:00+00:00,US,enterprise,web,direct,0,0,2,0,3.0,0.25,1,13.8,1,1
u_002373,2025-07-22 00:00:00+00:00,US,pro,web,organic,0,1,1,1,4.3,0.19,0,1.8,0,1
u_002374,2026-01-20 00:00:00+00:00,US,free,mobile,organic,1,1,2,1,6.3,0.23,0,10.0,2,0
u_002375,2026-03-13 00:00:00+00:00,US,free,both,organic,0,0,0,1,0.4,0.31,1,3.9,0,0
u_002376,2025-12-23 00:00:00+00:00,APAC,free,mobile,organic,1,0,0,0,2.5,0.28,0,7.4,1,1
u_002377,2026-01-01 00:00:00+00:00,EU,pro,web,paid,0,1,0,0,6.2,0.23,1,7.8,1,0
u_002378,2025-10-16 00:00:00+00:00,US,free,mobile,direct,1,1,5,0,4.4,0.3,2,1.9,0,0
u_002379,2025-09-30 00:00:00+00:00,EU,free,web,paid,0,0,2,0,3.4,0.13,0,53.5,0,0
u_002380,2025-06-06 00:00:00+00:00,APAC,pro,mobile,paid,1,0,1,0,3.0,0.05,0,5.0,0,0
u_002381,2026-03-30 00:00:00+00:00,US,pro,mobile,organic,1,1,1,0,6.0,0.24,0,24.4,0,1
u_002382,2026-03-13 00:00:00+00:00,US,free,web,referral,0,2,1,0,4.0,0.2,0,2.1,1,1
u_002383,2026-04-26 00:00:00+00:00,US,pro,both,organic,0,0,1,1,7.9,0.16,1,4.6,0,1
u_002384,2026-04-23 00:00:00+00:00,US,free,both,organic,0,0,2,0,2.3,0.15,1,14.5,0,0
u_002385,2026-05-21 00:00:00+00:00,EU,pro,web,paid,0,1,1,1,0.3,0.14,1,6.3,0,1
u_002386,2026-01-13 00:00:00+00:00,Other,free,mobile,paid,1,2,0,1,5.5,0.27,0,14.5,0,0
u_002387,2025-06-06 00:00:00+00:00,US,free,mobile,organic,1,0,0,0,2.1,0.38,1,12.7,0,0
u_002388,2026-05-07 00:00:00+00:00,EU,enterprise,web,organic,0,2,2,1,2.7,0.48,0,3.9,0,1
u_002389,2026-05-09 00:00:00+00:00,US,free,web,organic,0,0,2,0,3.2,0.42,0,20.3,0,1
u_002390,2026-01-22 00:00:00+00:00,EU,free,mobile,paid,1,0,2,0,1.7,0.24,0,12.1,0,0
u_002391,2025-09-27 00:00:00+00:00,EU,free,both,organic,0,0,0,0,0.8,0.17,0,2.4,1,0
u_002392,2025-09-24 00:00:00+00:00,US,free,mobile,organic,1,1,0,0,5.3,0.11,2,8.3,0,1
u_002393,2026-05-22 00:00:00+00:00,US,free,mobile,direct,1,1,4,0,0.1,0.27,0,12.8,0,0
u_002394,2026-05-15 00:00:00+00:00,EU,free,mobile,referral,1,1,2,0,10.1,0.3,0,7.0,0,1
u_002395,2025-07-26 00:00:00+00:00,Other,pro,web,organic,0,1,1,0,2.8,0.4,0,7.9,0,1
u_002396,2025-08-01 00:00:00+00:00,US,pro,web,paid,0,1,0,0,0.3,0.22,0,11.2,0,1
u_002397,2025-09-21 00:00:00+00:00,US,free,web,organic,0,0,0,0,5.8,0.45,0,2.1,0,1
u_002398,2026-03-31 00:00:00+00:00,US,free,both,organic,0,0,2,0,0.4,0.13,0,6.5,0,1
u_002399,2025-05-31 00:00:00+00:00,EU,pro,both,referral,0,0,5,0,1.7,0.39,1,5.6,0,0
u_002400,2025-08-27 00:00:00+00:00,EU,free,both,organic,0,0,2,0,8.5,0.21,1,13.9,1,0
u_002401,2025-06-16 00:00:00+00:00,EU,free,web,organic,0,0,0,0,3.8,0.36,0,4.8,0,0
u_002402,2025-10-11 00:00:00+00:00,EU,free,mobile,direct,1,0,2,2,3.4,0.09,1,36.0,1,0
u_002403,2025-06-05 00:00:00+00:00,APAC,free,mobile,referral,1,0,1,0,3.7,0.52,2,4.7,0,0
u_002404,2026-04-12 00:00:00+00:00,APAC,free,web,direct,0,0,1,0,1.2,0.58,0,3.1,0,0
u_002405,2026-04-25 00:00:00+00:00,US,pro,web,direct,0,1,2,0,3.9,0.37,1,20.2,0,1
u_002406,2025-06-08 00:00:00+00:00,EU,enterprise,both,organic,0,0,4,0,3.5,0.39,0,12.2,0,0
u_002407,2025-10-22 00:00:00+00:00,US,free,mobile,paid,1,1,0,0,2.4,0.08,1,10.3,0,1
u_002408,2025-10-13 00:00:00+00:00,US,free,mobile,organic,1,0,0,0,6.9,0.43,1,6.2,0,1
u_002409,2025-08-24 00:00:00+00:00,APAC,free,web,paid,0,2,2,1,4.8,0.08,0,5.7,0,0
u_002410,2025-06-18 00:00:00+00:00,EU,free,mobile,organic,1,0,2,0,0.9,0.15,0,10.9,0,0
u_002411,2026-04-08 00:00:00+00:00,Other,pro,web,organic,0,2,0,0,2.0,0.34,2,4.8,0,1
u_002412,2026-02-16 00:00:00+00:00,US,free,web,organic,0,0,0,0,1.6,0.39,0,31.3,0,0
u_002413,2026-03-08 00:00:00+00:00,US,pro,mobile,referral,1,2,2,0,1.3,0.48,1,9.1,0,0
u_002414,2026-02-15 00:00:00+00:00,US,free,web,organic,0,0,1,0,6.3,0.2,0,6.1,0,1
u_002415,2025-12-26 00:00:00+00:00,US,free,both,paid,0,0,0,0,2.0,0.1,1,5.4,0,0
u_002416,2025-10-28 00:00:00+00:00,US,free,mobile,direct,1,0,2,0,4.8,0.21,2,2.8,0,0
u_002417,2025-07-17 00:00:00+00:00,US,free,web,referral,0,1,1,0,4.0,0.3,0,13.2,0,0
u_002418,2026-02-27 00:00:00+00:00,US,pro,web,organic,0,0,1,0,0.9,0.11,1,4.0,0,1
u_002419,2025-07-30 00:00:00+00:00,APAC,free,mobile,organic,1,0,4,0,6.3,0.45,1,6.7,0,0
u_002420,2025-10-26 00:00:00+00:00,US,free,web,direct,0,2,1,0,2.6,0.14,1,56.7,0,0
u_002421,2025-07-30 00:00:00+00:00,US,free,web,paid,0,2,2,1,2.0,0.35,0,1.7,1,1
u_002422,2025-08-03 00:00:00+00:00,EU,free,web,organic,0,0,1,1,0.7,0.59,1,6.8,0,0
u_002423,2026-02-12 00:00:00+00:00,US,pro,web,direct,0,1,0,0,1.3,0.37,0,2.5,0,0
u_002424,2025-08-12 00:00:00+00:00,APAC,free,mobile,organic,1,0,2,0,1.1,0.42,1,4.8,0,0
u_002425,2025-08-17 00:00:00+00:00,EU,free,mobile,organic,1,1,2,0,0.5,0.13,0,6.6,0,0
u_002426,2025-10-30 00:00:00+00:00,US,free,web,organic,0,1,3,0,3.7,0.27,0,2.6,0,0
u_002427,2026-04-19 00:00:00+00:00,EU,free,both,organic,0,0,1,0,1.1,0.23,1,10.3,0,0
u_002428,2025-06-10 00:00:00+00:00,EU,free,web,organic,0,1,0,0,2.9,0.64,1,23.9,0,1
u_002429,2025-06-11 00:00:00+00:00,EU,free,mobile,paid,1,0,0,0,5.9,0.35,0,9.6,1,0
u_002430,2026-01-18 00:00:00+00:00,APAC,free,web,organic,0,0,2,0,4.4,0.22,0,14.5,0,0
u_002431,2025-11-23 00:00:00+00:00,EU,free,mobile,paid,1,0,0,0,3.3,0.08,0,27.1,0,0
u_002432,2025-12-19 00:00:00+00:00,EU,free,web,referral,0,0,3,0,0.3,0.46,0,12.0,0,1
u_002433,2025-09-04 00:00:00+00:00,US,pro,mobile,direct,1,0,1,0,0.5,0.21,1,1.1,0,0
u_002434,2026-01-27 00:00:00+00:00,EU,free,web,organic,0,0,1,0,1.6,0.34,1,8.5,0,1
u_002435,2025-06-02 00:00:00+00:00,Other,free,both,referral,0,0,3,0,3.5,0.59,0,1.0,0,0
u_002436,2026-04-21 00:00:00+00:00,EU,free,web,organic,0,0,2,0,1.1,0.23,0,4.1,1,1
u_002437,2025-12-23 00:00:00+00:00,EU,free,both,paid,0,0,1,0,1.1,0.32,0,2.2,0,1
u_002438,2025-12-07 00:00:00+00:00,US,pro,both,organic,0,0,0,0,5.7,0.41,0,9.2,0,0
u_002439,2026-02-02 00:00:00+00:00,EU,free,web,referral,0,0,0,0,2.2,0.07,0,3.6,0,1
